word		onto_global			onto_domain				second_feature
全纪实高清			channel_name				全纪实高清				channel
全纪录				channel_name				全纪录				channel
兰坪台				channel_name				兰坪台				channel
共青城一套			channel_name				共青城一套				channel
共青城1套			    channel_name				共青城一套				channel
共青城2套				channel_name				共青城二套				channel
兴平台				channel_name				兴平台				channel
兵团卫视				channel_name				兵团卫视				channel
兵团卫视高清			channel_name				兵团卫视高清				channel
内蒙古卫视			channel_name				内蒙古卫视				channel
内蒙古台				channel_name				内蒙古卫视				channel
内蒙古卫视高清		channel_name				内蒙古卫视高清			channel
军旅剧场				channel_name				军旅剧场				channel
农林卫视				channel_name				农林卫视				channel
凤凰天下				channel_name				凤凰天下				channel
凤庆一套				channel_name				凤庆一套				channel
凤庆1套				channel_name				凤庆一套				channel
剧场频道				channel_name				剧场频道				channel
动作影院				channel_name				动作影院				channel
动作电影HD			channel_name				动作电影高清				channel
动作电影高清			channel_name				动作电影高清				channel
动漫秀场				channel_name				动漫秀场				channel
动漫秀场HD			channel_name				动漫秀场高清				channel
动漫秀场高清			channel_name				动漫秀场高清				channel
劲爆体育				channel_name				劲爆体育				channel
劲爆体育HD			channel_name				劲爆体育高清				channel
劲爆体育高清			channel_name				劲爆体育高清				channel
勐海台				channel_name				勐海台				channel
勐腊台				channel_name				勐腊台				channel
北京卫视				channel_name				北京卫视				channel
北京台				channel_name				北京卫视				channel
北京卫视高清			channel_name				北京卫视高清				channel
北京纪实HD			channel_name				北京纪实高清				channel
北京纪实高清			channel_name				北京纪实高清				channel
北京纪实超清			channel_name				北京纪实超清				channel
北屯1				channel_name				北屯1				channel
十四师电视台			channel_name				十四师电视台				channel
14师电视台			channel_name				十四师电视台				channel
十堰公共				channel_name				十堰公共				channel
10堰公共				channel_name				十堰公共				channel
十堰新闻				channel_name				十堰新闻				channel
10堰新闻				channel_name				十堰新闻				channel
十堰经济				channel_name				十堰经济				channel
10堰经济				channel_name				十堰经济				channel
华亭电视台			channel_name				华亭电视台				channel
华池电视台			channel_name				华池电视台				channel
华语影院				channel_name				华语影院				channel
华语片场				channel_name				华语片场				channel
华语电影HD			channel_name				华语电影高清			channel
华语电影高清			channel_name				华语电影高清			channel
南京18				channel_name				南京十八				channel
南京教科				channel_name				南京教科				channel
南京新闻				channel_name				南京新闻				channel
南京生活				channel_name				南京生活				channel
南昌市电信1			channel_name				南昌市电信1				channel
南昌市电信2			channel_name				南昌市电信2				channel
南昌市电信3			channel_name				南昌市电信3				channel
南昌市电信4			channel_name				南昌市电信4				channel
南昌市电信5			channel_name				南昌市电信5				channel
博州1				channel_name				博州1				channel
博州2				channel_name				博州2				channel
博州3				channel_name				博州3				channel
博州4				channel_name				博州4				channel
卡酷动画				channel_name				卡酷动画				channel
卡酷卡通				channel_name				卡酷卡通				channel
卡酷卫视				channel_name				卡酷卫视				channel
卡酷少儿				channel_name				卡酷少儿				channel
卫生健康				channel_name				卫生健康				channel
厦门卫视				channel_name				厦门卫视				channel
厦门台				channel_name				厦门卫视				channel
厦门卫视高清			channel_name				厦门卫视高清				channel
双柏台				channel_name				双柏台				channel
双江台				channel_name				双江台				channel
古装剧场				channel_name				古装剧场				channel
台球轮播				channel_name				台球轮播				channel
史海钩沉				channel_name				史海钩沉				channel
吉安市电信1			channel_name				吉安市电信1				channel
吉安市电信2			channel_name				吉安市电信2				channel
吉安市电信3			channel_name				吉安市电信3				channel
吉木乃1				channel_name				吉木乃1				channel
吉木乃2				channel_name				吉木乃2				channel
吉木萨尔				channel_name				吉木萨尔				channel
吉林卫视				channel_name				吉林卫视				channel
吉林台				channel_name				吉林卫视				channel
吉林卫视高清			channel_name				吉林卫视高清				channel
吐鲁番综合1			channel_name				吐鲁番综合1				channel
吐鲁番综合2			channel_name				吐鲁番综合2				channel
吐鲁番综合3			channel_name				吐鲁番综合3				channel
吐鲁番综合4			channel_name				吐鲁番综合4				channel
吐鲁番远教			channel_name				吐鲁番远教				channel
和田汉语综合			channel_name				和田汉语综合				channel
和田皮山1				channel_name				和田皮山1				channel
和田皮山2				channel_name				和田皮山2				channel
和田维语综合			channel_name				和田维语综合				channel
咔哇动漫HD			channel_name				咔哇动漫高清				channel
咔哇动漫高清			channel_name				咔哇动漫高清				channel
咨询新干线			channel_name				咨询新干线				channel
咸宁公共				channel_name				咸宁公共				channel
咸阳1台				channel_name				咸阳一台				channel
咸阳一台				channel_name				咸阳一台				channel
咸阳一套				channel_name				咸阳一台				channel
品质生活				channel_name				品质生活				channel
哈哈少儿				channel_name				哈哈少儿				channel
哈密1				channel_name				哈密1				channel
哈密2				channel_name				哈密2				channel
哈密3				channel_name				哈密3				channel
喀什1				channel_name				喀什1				channel
喀什2				channel_name				喀什2				channel
喀什3				channel_name				喀什3				channel
喀什4				channel_name				喀什4				channel
喀什党员远教1			channel_name				喀什党员远教1				channel
喀什党员远教2			channel_name				喀什党员远教2				channel
喜剧剧场				channel_name				喜剧剧场				channel
喜剧影院				channel_name				喜剧影院				channel
嘉佳卡通				channel_name				嘉佳卡通				channel
四川卫视				channel_name				四川卫视				channel
四川台				channel_name				四川卫视				channel
四川卫视超清			channel_name				四川卫视超清				channel
四川卫视高清			channel_name				四川卫视高清				channel
四川广场舞			channel_name				四川广场舞				channel
国内热播电视剧		channel_name				国内热播电视剧				channel
国内纪实HD			channel_name				国内纪实高清				channel
国内纪实高清			channel_name				国内纪实高清				channel
国内综艺HD			channel_name				国内综艺高清				channel
国内综艺高清			channel_name				国内综艺高清				channel
国外纪实HD			channel_name				国外纪实高清				channel
国外纪实高清			channel_name				国外纪实高清				channel
国学频道				channel_name				国学频道				channel
国防军事				channel_name				国防军事				channel
国际频道				channel_name				国际频道				channel
城市剧场				channel_name				城市剧场				channel
塔城哈语综合			channel_name				塔城哈语综合				channel
塔城汉语综合			channel_name				塔城汉语综合				channel
塔城经济信息			channel_name				塔城经济信息				channel
外语频道				channel_name				外语频道				channel
多画面频道			channel_name				多画面频道				channel
大余台				channel_name				大余台				channel
大姚台				channel_name				大姚台				channel
大理一套				channel_name				大理一套				channel
大理1套				channel_name				大理一套				channel
大理3套				channel_name				大理三套				channel
大理2套				channel_name				大理二套				channel
天津卫视				channel_name				天津卫视				channel
天津台				channel_name				天津卫视				channel
天津卫视HD			channel_name				天津卫视高清				channel
天津卫视高清			channel_name				天津卫视高清				channel
天津卫视超清			channel_name				天津卫视超清				channel
天门农业				channel_name				天门农业				channel
天门电视台			channel_name				天门电视台				channel
央广健康				channel_name				央广健康				channel
央广购物				channel_name				央广购物				channel
央视怀旧剧场			channel_name				央视怀旧剧场				channel
央视精品				channel_name				央视精品				channel
女性时尚				channel_name				女性时尚				channel
好享购物				channel_name				好享购物				channel
好莱坞HD				channel_name				好莱坞高清				channel
好莱坞高清			channel_name				好莱坞高清				channel
娱乐前线				channel_name				娱乐前线				channel
娱乐秀场				channel_name				娱乐秀场				channel
娱乐精选				channel_name				娱乐精选				channel
娱乐频道				channel_name				娱乐频道				channel
娱乐频道HD			channel_name				娱乐频道高清				channel
娱乐频道高清			channel_name				娱乐频道高清				channel
孝感公共生活			channel_name				孝感公共生活				channel
孝感新闻综合			channel_name				孝感新闻综合				channel
学习频道				channel_name				学习频道				channel
宁县电视台			channel_name				宁县电视台				channel
宁夏公共				channel_name				宁夏公共				channel
宁夏卫视				channel_name				宁夏卫视				channel
宁夏台				channel_name				宁夏卫视				channel
宁夏卫视高清			channel_name				宁夏卫视高清				channel
宁夏少儿				channel_name				宁夏少儿				channel
宁夏影视				channel_name				宁夏影视				channel
宁夏教育				channel_name				宁夏教育				channel
宁夏经济				channel_name				宁夏经济				channel
安徽卫视				channel_name				安徽卫视				channel
海豚台				channel_name				安徽卫视				channel
安徽台				channel_name				安徽卫视				channel
安徽卫视高清			channel_name				安徽卫视高清				channel
宜昌公共				channel_name				宜昌公共				channel
宜昌公共HD			channel_name				宜昌公共高清				channel
宜昌公共高清			channel_name				宜昌公共高清				channel
宜昌旅游				channel_name				宜昌旅游				channel
宜昌旅游HD			channel_name				宜昌旅游高清				channel
宜昌旅游高清			channel_name				宜昌旅游高清				channel
宜昌综合				channel_name				宜昌综合				channel
宜昌综合HD			channel_name				宜昌综合高清				channel
宜昌综合高清			channel_name				宜昌综合高清				channel
宜春一套				channel_name				宜春一套				channel
宜春1套				channel_name				宜春一套				channel
宜春2套				channel_name				宜春二套				channel
宜春市电信1			channel_name				宜春市电信1				channel
宜春市电信2			channel_name				宜春市电信2				channel
宜春市电信3			channel_name				宜春市电信3				channel
宜春市电信4			channel_name				宜春市电信4				channel
宜春法治频道			channel_name				宜春法治频道				channel
宝宝动画				channel_name				宝宝动画				channel
宝鸡一套				channel_name				宝鸡一套				channel
宝鸡1套				channel_name				宝鸡一套				channel
宝鸡1HD				channel_name				宝鸡一套高清				channel
宝鸡1高清				channel_name				宝鸡一套高清				channel
宝鸡一HD				channel_name				宝鸡一套高清				channel
宝鸡一高清			channel_name				宝鸡一套高清				channel
宝鸡一套HD			channel_name				宝鸡一套高清				channel
宝鸡一套高清			channel_name				宝鸡一套高清				channel
宝鸡1套HD			channel_name				宝鸡一套高清				channel
宝鸡1套高清			channel_name				宝鸡一套高清				channel
宝鸡2套				channel_name				宝鸡二套				channel
宝鸡2HD				channel_name				宝鸡二套高清				channel
宝鸡2高清				channel_name				宝鸡二套高清				channel
宝鸡3套				channel_name				宝鸡三套				channel
宝鸡4套				channel_name				宝鸡四套				channel
宝鸡4套HD			channel_name				宝鸡四套高清				channel
宝鸡4套高清			channel_name				宝鸡四套高清				channel
宫斗谍战电视剧		channel_name				宫斗谍战电视剧				channel
家家购物				channel_name				家家购物				channel
家庭影院				channel_name				家庭影院				channel
家有购物				channel_name				家有购物				channel
宿豫综合				channel_name				宿豫综合				channel
宿迁公共				channel_name				宿迁公共				channel
宿迁综合				channel_name				宿迁综合				channel
富源台				channel_name				富源台				channel
察县3				channel_name				察县3				channel
察布查尔综合			channel_name				察布查尔综合				channel
寰宇纪实				channel_name				寰宇纪实				channel
导视HD				channel_name				导视高清				channel
导视高清				channel_name				导视高清				channel
导视轮播				channel_name				导视轮播				channel
导视频道				channel_name				导视频道				channel
少儿动漫				channel_name				少儿动漫				channel
少儿动画				channel_name				少儿动画				channel
居家生活				channel_name				居家生活				channel
山东卫视				channel_name				山东卫视				channel
山东台				channel_name				山东卫视				channel
山东卫视超清			channel_name				山东卫视超清				channel
山东卫视高清			channel_name				山东卫视高清				channel
山东教育				channel_name				山东教育				channel
山丹县电视台			channel_name				山丹县电视台				channel
山西卫视				channel_name				山西卫视				channel
山西台				channel_name				山西卫视				channel
山西卫视高清			channel_name				山西卫视高清				channel
岭南戏曲				channel_name				岭南戏曲				channel
峨眉电影				channel_name				峨眉电影				channel
峨眉电影高清			channel_name				峨眉电影高清				channel
崆峒电视台			channel_name				崆峒电视台				channel
崇信电视台			channel_name				崇信电视台				channel
巩留1				channel_name				巩留1				channel
巩留2				channel_name				巩留2				channel
巩留3				channel_name				巩留3				channel
和静1			    channel_name				和静1				channel
和静2			    channel_name				和静2				channel
和静3			    channel_name				和静3				channel
巴州1				channel_name				巴州1				channel
巴州2				channel_name				巴州2				channel
巴州3				channel_name				巴州3				channel
巴州4				channel_name				巴州4				channel
巴州5				channel_name				巴州5				channel
巴州访惠聚			channel_name				巴州访惠聚				channel
巴楚1				channel_name				巴楚1				channel
巴楚2				channel_name				巴楚2				channel
常州公共				channel_name				常州公共				channel
常州新闻综合			channel_name				常州新闻综合				channel
常州生活				channel_name				常州生活				channel
常州都市				channel_name				常州都市				channel
平凉公共				channel_name				平凉公共				channel
平凉新闻				channel_name				平凉新闻				channel
幸福彩				channel_name				幸福彩				channel
幸福彩HD				channel_name				幸福彩高清			channel
幸福彩高清			channel_name				幸福彩高清			channel
幼宝乐园				channel_name				幼宝乐园				channel
幼幼乐园				channel_name				幼幼乐园				channel
广东体育				channel_name				广东体育				channel
广东体育HD				channel_name				广东体育高清				channel
广东体育高清				channel_name				广东体育高清				channel
广东体育超清				channel_name				广东体育超清				channel
广东公共				    channel_name				广东公共				channel
广东南方卫视				channel_name				广东南方卫视				channel
广东南方购物				channel_name				广东南方购物				channel
广东卫视				    channel_name				广东卫视				channel
广东台				    channel_name				广东卫视				channel
广东卫视超清				channel_name				广东卫视超清				channel
广东卫视高清				channel_name				广东卫视高清				channel
广东嘉佳卡通				channel_name				广东嘉佳卡通				channel
广东国际				    channel_name				广东国际				channel
广东少儿				    channel_name				广东少儿				channel
广东影视				    channel_name				广东影视				channel
广东新闻				    channel_name				广东新闻				channel
广东珠江				    channel_name				广东珠江				channel
广东经济科教				channel_name				广东经济科教				channel
广东经济科教HD			channel_name				广东经济科教高清				channel
广东经济科教高清			channel_name				广东经济科教高清				channel
广东经济科教超清			channel_name				广东经济科教超清				channel
广东综艺				channel_name				广东综艺				channel
广州少儿				channel_name				广州少儿				channel
广州影视				channel_name				广州影视				channel
广州新闻				channel_name				广州新闻				channel
广州生活				channel_name				广州生活				channel
广州竞赛				channel_name				广州竞赛				channel
广州经济				channel_name				广州经济				channel
广州综合				channel_name				广州综合				channel
广西卫视				channel_name				广西卫视				channel
广西台				channel_name				广西卫视				channel
广西卫视高清			channel_name				广西卫视高清				channel
庄浪电视台			channel_name				庄浪电视台				channel
庆城电视台			channel_name				庆城电视台				channel
庆阳公共				channel_name				庆阳公共				channel
庆阳环县				channel_name				庆阳环县				channel
庆阳综合				channel_name				庆阳综合				channel
库看轮播				channel_name				库看轮播				channel
康巴卫视				channel_name				康巴卫视				channel
延安1套				channel_name				延安1套				channel
延安一套				channel_name				延安1套				channel
延安1套HD			channel_name				延安1套高清				channel
延安一套HD			channel_name				延安1套高清				channel
延安一套高清			channel_name				延安1套高清				channel
延安2套				channel_name				延安2套				channel
延安2套HD			channel_name				延安2套高清				channel
延安2套高清			channel_name				延安2套高清				channel
张掖公共				channel_name				张掖公共				channel
张掖新闻				channel_name				张掖新闻				channel
彩民在线				channel_name				彩民在线				channel
徐州公共				channel_name				徐州公共				channel
徐州文艺影视			channel_name				徐州文艺影视				channel
徐州新闻综合			channel_name				徐州新闻综合				channel
徐州经济生活			channel_name				徐州经济生活				channel
德宏一套				channel_name				德宏一套				channel
德宏1套				channel_name				德宏一套				channel
德宏2套				channel_name				德宏二套				channel
德宏民语				channel_name				德宏民语				channel
德钦台				channel_name				德钦台				channel
徽县电视台			channel_name				徽县电视台				channel
快乐垂钓				channel_name				快乐垂钓				channel
快乐购物				channel_name				快乐购物				channel
快乐购物HD			channel_name				快乐购物高清				channel
快乐购物高清			channel_name				快乐购物高清				channel
怀旧剧场				channel_name				怀旧剧场				channel
怀旧电影HD			channel_name				怀旧电影高清				channel
怀旧电影高清			channel_name				怀旧电影高清				channel
怀旧经典HD			channel_name				怀旧经典高清				channel
怀旧经典高清			channel_name				怀旧经典高清				channel
怀旧金曲				channel_name				怀旧金曲				channel
怒江一套				channel_name				怒江一套				channel
恩施公共				channel_name				恩施公共				channel
恩施综合				channel_name				恩施综合				channel
惠州公共				channel_name				惠州公共				channel
惠州公共HD			channel_name				惠州公共高清				channel
惠州公共高清			channel_name				惠州公共高清				channel
惠州综合				channel_name				惠州综合				channel
惠州综合HD			channel_name				惠州综合高清				channel
惠州综合高清			channel_name				惠州综合高清				channel
戏曲精选				channel_name				戏曲精选				channel
成县电视台			channel_name				成县电视台				channel
我家大厨				channel_name				我家大厨				channel
房产频道				channel_name				房产频道				channel
托克逊汉语台			channel_name				托克逊汉语台				channel
托克逊维语台			channel_name				托克逊维语台				channel
技能文化培训			channel_name				技能文化培训				channel
抚州一套				channel_name				抚州一套				channel
抚州1套				channel_name				抚州一套				channel
抚州3套				channel_name				抚州三套				channel
抚州2套				channel_name				抚州二套				channel
抚州市电信1			channel_name				抚州市电信1				channel
抚州市电信2			channel_name				抚州市电信2				channel
抚州市电信3			channel_name				抚州市电信3				channel
抚州市电信4			channel_name				抚州市电信4				channel
探索记录				channel_name				探索记录				channel
揭阳公共				channel_name				揭阳公共				channel
揭阳综合				channel_name				揭阳综合				channel
搏击俱乐部			channel_name				搏击俱乐部				channel
摄影频道				channel_name				摄影频道				channel
收视指南				channel_name				收视指南				channel
教育1HD				channel_name				教育1高清				channel
教育1高清				channel_name				教育1高清				channel
教育台				channel_name				教育台				channel
敦煌旅游文化频道		channel_name				敦煌旅游文化频道				channel
敦煌综合				channel_name				敦煌综合				channel
文化影视				channel_name				文化影视				channel
文县电视台			channel_name				文县电视台				channel
文山一套				channel_name				文山一套				channel
文山1套				channel_name				文山一套				channel
文山2套				channel_name				文山二套				channel
文物宝库				channel_name				文物宝库				channel
新余一套				channel_name				新余一套				channel
新余市电信1			channel_name				新余市电信1				channel
新余市电信2			channel_name				新余市电信2				channel
新余市电信3			channel_name				新余市电信3				channel
新余市电信4			channel_name				新余市电信4				channel
新余市电信5			channel_name				新余市电信5				channel
新华视讯				channel_name				新华视讯				channel
新和1				channel_name				新和1				channel
新和2				channel_name				新和2				channel
新和3				channel_name				新和3				channel
新和4				channel_name				新和4				channel
霍城1			    channel_name				霍城1							channel
霍城2			    channel_name				霍城2							channel
新娱乐				channel_name				新娱乐				channel
新导视频道			channel_name				新导视频道				channel
新沂影视剧			channel_name				新沂影视剧				channel
新沂新闻综合			channel_name				新沂新闻综合				channel
新沂经济生活			channel_name				新沂经济生活				channel
新沂钟吾乡村			channel_name				新沂钟吾乡村				channel
新番动漫HD			channel_name				新番动漫高清				channel
新番动漫高清			channel_name				新番动漫高清				channel
新疆卫视				channel_name				新疆卫视				channel
新疆台				channel_name				新疆卫视				channel
新疆卫视10			channel_name				新疆卫视10				channel
新疆卫视11			channel_name				新疆卫视11				channel
新疆卫视12			channel_name				新疆卫视12				channel
新疆卫视2				channel_name				新疆卫视2				channel
新疆卫视3				channel_name				新疆卫视3				channel
新疆卫视4				channel_name				新疆卫视4				channel
新疆卫视5				channel_name				新疆卫视5				channel
新疆卫视6				channel_name				新疆卫视6				channel
新疆卫视7				channel_name				新疆卫视7				channel
新疆卫视8				channel_name				新疆卫视8				channel
新疆卫视9				channel_name				新疆卫视9				channel
新疆卫视高清			channel_name				新疆卫视高清				channel
新疆教育				channel_name				新疆教育				channel
新疆远教台			channel_name				新疆远教台				channel
新科动漫				channel_name				新科动漫				channel
新视觉HD				channel_name				新视觉高清				channel
新视觉高清			channel_name				新视觉高清				channel
新闻综合				channel_name				新闻综合				channel
新闻综合HD			channel_name				新闻综合高清				channel
新闻综合高清			channel_name				新闻综合高清				channel
旅游卫视				channel_name				旅游卫视				channel
旅游台				channel_name				旅游卫视				channel
旅游卫视高清			channel_name				旅游卫视高清				channel
无锡教育				channel_name				无锡教育				channel
早期教育				channel_name				早期教育				channel
时尚女人				channel_name				时尚女人				channel
时尚购物				channel_name				时尚购物				channel
昆明一台				channel_name				昆明一台				channel
昆明1台				channel_name				昆明一台				channel
昆明一套				channel_name				昆明一台				channel
昆明一频道			channel_name				昆明一台				channel
昆明2台				channel_name				昆明二台				channel
昆明2套				channel_name				昆明二台				channel
昆明2频道				channel_name				昆明二台				channel
昆明3台				channel_name				昆明三台				channel
昆明3套				channel_name				昆明三台				channel
昆明3频道				channel_name				昆明三台				channel
昆明4台				channel_name				昆明四台				channel
昆明4套				channel_name				昆明四台				channel
昆明4频道				channel_name				昆明四台				channel
昆明5台				channel_name				昆明五台				channel
昆明5套				channel_name				昆明五台				channel
昆明5频道				channel_name				昆明五台				channel
昆明6台				channel_name				昆明六台				channel
昆明6套				channel_name				昆明六台				channel
昆明6频道				channel_name				昆明六台				channel
昌吉1				channel_name				昌吉1				channel
昌吉2				channel_name				昌吉2				channel
昌吉市电视台			channel_name				昌吉市电视台				channel
昌宁台				channel_name				昌宁台				channel
明星剧场				channel_name				明星剧场				channel
星光影院				channel_name				星光影院				channel
昭通一台				channel_name				昭通一台				channel
昭通1台				channel_name				昭通一台				channel
昭通3台				channel_name				昭通三台				channel
普洱一台				channel_name				普洱一台				channel
普洱一台HD			channel_name				普洱一台高清				channel
普洱一台高清			channel_name				普洱一台高清				channel
景德镇市电信1			channel_name				景德镇市电信1				channel
景德镇市电信2			channel_name				景德镇市电信2				channel
景德镇市电信3			channel_name				景德镇市电信3				channel
景德镇市电信4			channel_name				景德镇市电信4				channel
景德镇市电信5			channel_name				景德镇市电信5				channel
景洪台				channel_name				景洪台				channel
晴彩3秦				channel_name				晴彩三秦				channel
智慧社区				channel_name				智慧社区				channel
曲靖3套				channel_name				曲靖三套				channel
曲靖2套				channel_name				曲靖二套				channel
曲靖新闻综合			channel_name				曲靖新闻综合				channel
杨凌台				channel_name				杨凌台				channel
极速汽车				channel_name				极速汽车				channel
极速汽车HD			channel_name				极速汽车高清				channel
极速汽车高清			channel_name				极速汽车高清				channel
梁河台				channel_name				梁河台				channel
楚雄一套				channel_name				楚雄一套				channel
楚雄1套				channel_name				楚雄一套				channel
楚雄2套				channel_name				楚雄二套				channel
楚雄市台				channel_name				楚雄市台				channel
横峰电视台			channel_name				横峰电视台				channel
欢笑剧场				channel_name				欢笑剧场				channel
欢笑剧场HD			channel_name				欢笑剧场高清				channel
欢笑剧场高清			channel_name				欢笑剧场高清				channel
欧洲足球				channel_name				欧洲足球				channel
欧美影院				channel_name				欧美影院				channel
欧美电影HD			channel_name				欧美电影高清				channel
欧美电影高清			channel_name				欧美电影高清				channel
正宁电视台			channel_name				正宁电视台				channel
武侠剧场				channel_name				武侠剧场				channel
武宁电视台			channel_name				武宁电视台				channel
武术世界				channel_name				武术世界				channel
武汉一套				channel_name				武汉一套				channel
武汉一台				channel_name				武汉一套				channel
武汉1套				channel_name				武汉一套				channel
武汉2套				channel_name				武汉二套				channel
武汉2台				channel_name				武汉二套				channel
武汉外语				channel_name				武汉外语				channel
武汉少儿				channel_name				武汉少儿				channel
武汉教育				channel_name				武汉教育				channel
武汉文体				channel_name				武汉文体				channel
武汉生活				channel_name				武汉生活				channel
武汉经济				channel_name				武汉经济				channel
武都台				channel_name				武都台				channel
民乐电视台			channel_name				民乐电视台				channel
永修一套				channel_name				永修一套				channel
永修1套				channel_name				永修一套				channel
永修2套				channel_name				永修二套				channel
永德台				channel_name				永德台				channel
汉中一套				channel_name				汉中1套				channel
汉中1套				channel_name				汉中1套				channel
汉中一台				channel_name				汉中1套				channel
汉中2套				channel_name				汉中2套				channel
汉中2台				channel_name				汉中2套				channel
汉中3套				channel_name				汉中3套				channel
汉中3台				channel_name				汉中3套				channel
汉中4套				channel_name				汉中4套				channel
汉中4台				channel_name				汉中4套				channel
汕尾1				channel_name				汕尾1				channel
汕尾2				channel_name				汕尾2				channel
江苏4K演唱会			channel_name				江苏4K演唱会				channel
江苏体育休闲			channel_name				江苏体育休闲				channel
江苏公共新闻			channel_name				江苏公共新闻				channel
江苏卫视				channel_name				江苏卫视				channel
江苏台				channel_name				江苏卫视				channel
荔枝台				channel_name				江苏卫视				channel
江苏卫视高清			channel_name				江苏卫视高清				channel
荔枝台高清			channel_name				江苏卫视高清				channel
江苏国际				channel_name				江苏国际				channel
江苏城市				channel_name				江苏城市				channel
江苏导视				channel_name				江苏导视				channel
江苏导视HD			channel_name				江苏导视高清				channel
江苏导视高清			channel_name				江苏导视高清				channel
江苏影视				channel_name				江苏影视				channel
江苏教育				channel_name				江苏教育				channel
江苏综艺				channel_name				江苏综艺				channel
江西2套				channel_name				江西2套				channel
江西2台				channel_name				江西2套				channel
江西3套				channel_name				江西3套				channel
江西3台				channel_name				江西3套				channel
江西4套				channel_name				江西4套				channel
江西4台				channel_name				江西4套				channel
江西5套				channel_name				江西5套				channel
江西5台				channel_name				江西5套				channel
江西6套				channel_name				江西6套				channel
江西6台				channel_name				江西6套				channel
江西7套				channel_name				江西7套				channel
江西7台				channel_name				江西7套				channel
江西卫视				channel_name				江西卫视				channel
江西台				channel_name				江西卫视				channel
江西卫视高清			channel_name				江西卫视高清				channel
江西教育频道			channel_name				江西教育频道				channel
江西省电信1			channel_name				江西省电信1				channel
江西省电信2			channel_name				江西省电信2				channel
江西省电信3			channel_name				江西省电信3				channel
江西省电信4			channel_name				江西省电信4				channel
江西省电信5			channel_name				江西省电信5				channel
江门公共				channel_name				江门公共				channel
江门教育				channel_name				江门教育				channel
江门综合				channel_name				江门综合				channel
汽车世界				channel_name				汽车世界				channel
沙湾1				channel_name				沙湾1				channel
沙湾2				channel_name				沙湾2				channel
沧源台				channel_name				沧源台				channel
沭阳综合频道			channel_name				沭阳综合频道				channel
河北公共				channel_name				河北公共				channel
河北农民				channel_name				河北农民				channel
河北卫视				channel_name				河北卫视				channel
河北台				channel_name				河北卫视				channel
河北卫视高清			channel_name				河北卫视高清				channel
河北少儿科教			channel_name				河北少儿科教				channel
河北影视				channel_name				河北影视				channel
河北经济				channel_name				河北经济				channel
河北都市				channel_name				河北都市				channel
河南卫视				channel_name				河南卫视				channel
河南台				channel_name				河南卫视				channel
河南卫视高清			channel_name				河南卫视高清				channel
法治天地				channel_name				法治天地				channel
泗洪新闻综合			channel_name				泗洪新闻综合				channel
泗阳综合				channel_name				泗阳综合				channel
泸水台				channel_name				泸水台				channel
泾川电视台			channel_name				泾川电视台				channel
浙江卫视				channel_name				浙江卫视				channel
蓝莓台				channel_name				浙江卫视				channel
浙江台				channel_name				浙江卫视				channel
浙江卫视高清			channel_name				浙江卫视高清				channel
蓝莓台高清			channel_name				浙江卫视高清				channel
海南万宁				channel_name				海南万宁				channel
海南东方				channel_name				海南东方				channel
海南临高				channel_name				海南临高				channel
海南乐东				channel_name				海南乐东				channel
海南五指山			channel_name				海南五指山				channel
海南保亭				channel_name				海南保亭				channel
海南儋州				channel_name				海南儋州				channel
海南公共				channel_name				海南公共				channel
海南定安				channel_name				海南定安				channel
海南屯昌				channel_name				海南屯昌				channel
海南影视				channel_name				海南影视				channel
海南文昌				channel_name				海南文昌				channel
海南新闻				channel_name				海南新闻				channel
海南昌江				channel_name				海南昌江				channel
海南洋浦				channel_name				海南洋浦				channel
海南澄迈				channel_name				海南澄迈				channel
海南琼中				channel_name				海南琼中				channel
海南琼海				channel_name				海南琼海				channel
海南白沙				channel_name				海南白沙				channel
海南综合				channel_name				海南综合				channel
海南陵水				channel_name				海南陵水				channel
海南青少				channel_name				海南青少				channel
海口1台				channel_name				海口1台				channel
海口一台				channel_name				海口1台				channel
海口2台				channel_name				海口2台				channel
海口3台				channel_name				海口3台				channel
海外影院				channel_name				海外影院				channel
海外影院vcc			channel_name				海外影院vcc				channel
海峡卫视				channel_name				海峡卫视				channel
海峡台				channel_name				海峡卫视				channel
海峡卫视高清			channel_name				海峡卫视高清				channel
海峡卫视高清			channel_name				海峡卫视高清				channel
淮安公共				channel_name				淮安公共				channel
淮安影视娱乐			channel_name				淮安影视娱乐				channel
淮安新闻综合			channel_name				淮安新闻综合				channel
深圳卫视				channel_name				深圳卫视				channel
深圳台				channel_name				深圳卫视				channel
深圳卫视超清			channel_name				深圳卫视超清				channel
深圳卫视高清			channel_name				深圳卫视高清				channel
清水河1				channel_name				清水河1				channel
温泉1				channel_name				温泉1				channel
渭南2				channel_name				渭南2				channel
港剧风云				channel_name				港剧风云				channel
游戏达人				channel_name				游戏达人				channel
游戏风云				channel_name				游戏风云				channel
游戏风云HD			channel_name				游戏风云高清				channel
游戏风云高清			channel_name				游戏风云高清				channel
湖北公共				channel_name				湖北公共				channel
湖北公共HD			channel_name				湖北公共高清				channel
湖北公共高清			channel_name				湖北公共高清				channel
湖北卫视				channel_name				湖北卫视				channel
湖北台				channel_name				湖北卫视				channel
湖北卫视超清			channel_name				湖北卫视超清				channel
湖北卫视高清			channel_name				湖北卫视高清				channel
湖北垄上				channel_name				湖北垄上				channel
湖北垄上HD			channel_name				湖北垄上高清				channel
湖北垄上高清			channel_name				湖北垄上高清				channel
